Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Cameroon,CMR,"Population, total",SP.POP.TOTL,5159057,5239273,5338620,5456623,5578257,5704686,5837295,5977318,6125863,6283462,6449793,6624408,6806872,6996660,7193583,7397120,7597962,7796501,8011921,8239641,8512219,8816377,9028678,9215397,9475078,9761730,10060342,10370749,10684968,11002745,11331821,11667180,12006353,12353131,12704903,13058516,13414757,13775214,14144860,14525140,14912631,15309490,15725528,16160340,16610487,17074594,17550407,18049896,18574056,19113974,19668066,20232304,20809529,21402376,22059893,22763414,23454161,24128601,24806383,25506095,26210558,26915758,27632771,28372687,29123744
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,40563768946.9503,41038192837.9035,42336211555.8268,45140337826.9869,49503663836.3665,54649410478.5226,61252415404.686,65856924423.9721,72048833006.1602,79405011124.8208,88192257632.3093,99606454743.5136,113463848873.624,131764343565.643,160949188139.059,174419757176.563,207271612576.065,212325176304.654,219369542386.254,243891124295.715,274776566028.053,307246642755.859,314647807408.608,341866277182.733,356718400123.543,366186012449.652,379006836991.724,433134238310.709,509380027626.554,567211993243.243,596075591360.987,612527712315.615,594387358318.855,579053561739.4,579944346807.264,605961090061.207,630607994132.747,654986999855.554,634000000000,678412196271.118,744773415931.587,738981792355.372,760649334098.005,895540646634.787,1026690238278.25,1173108598778.68,1319264809590.97,1468820407783.26,1552989690721.65,1374625142157.29,1617343367486.26,1793326630174.52,1828366481521.6,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09,1725329192783.02,1743725183672.52,1655684730000.19,2022378748423.23,2190411080134.32,2173339670064.33,2243636826633.76
Canada,CAN,"Population, total",SP.POP.TOTL,17909356,18271000,18614000,18964000,19325000,19678000,20048000,20412000,20744000,21028000,21324000,21962032,22218463,22491777,22807969,23143275,23449808,23725843,23963203,24201544,24515667,24819915,25116942,25366451,25607053,25842116,26100278,26446601,26791747,27276781,27691138,28037420,28371264,28684764,29000663,29302311,29610218,29905948,30155173,30401286,30685730,31020855,31359199,31642461,31938807,32242732,32571193,32888886,33247298,33630069,34005902,34339221,34713395,35080992,35434066,35704498,36110803,36545075,37072620,37618495,38028638,38239864,38935934,40083484,41288599
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4200288282.10157,4466278030.59167,4585948969.33223,4281714618.03238,4156841163.77763,4186073160.18254,4291004485.56803,4405796081.15984,4562853582.32463,4708167255.28727,4909322200.00212,5166281293.18715,5530178498.90783,5941896599.57333,5655357984.24218,6060813808.15072,6660161212.01997,7241244269.45972,..
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,8428,8601,8781,8970,9166,9361,9560,9769,9971,10165,10517,11098,11764,12438,13114,13788,14454,15105,15727,16351,17079,17905,18750,19598,20454,21324,22197,23073,23951,24874,25999,27294,28621,29976,31352,32743,34143,35543,36922,38284,39674,41089,42514,43934,45352,46788,48232,49687,51151,52618,54099,55606,57136,58655,60160,61642,63100,64535,65941,67327,68684,70108,71591,73038,74457
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,112155598.492157,123134583.463559,124482773.83306,129379123.76305,142025078.735754,150574795.409863,157930018.091087,163820513.562432,191767441.604577,188039210.130379,189106529.207011,201450799.82635,230317883.36443,271183082.043062,281398705.570596,378660016.265936,451152461.31276,507298147.526539,610578631.992983,700764747.756462,797048198.534875,694803622.898966,748312390.756606,658679332.681331,637820670.299604,864849836.286193,1122265013.42004,1200991977.80801,1264899287.51261,1233930280.91724,1440711459.16967,1377374986.58709,1411917553.12436,1278781261.55928,851174356.781737,1115389673.69197,1007791127.09913,937741513.015352,967338389.650578,999477510.686632,916777282.691659,932648604.751954,996068144.884889,1142315522.53864,1272360517.32373,1337894378.73743,1461859762.33459,1699811294.94935,1993407888.49838,2067381665.25454,2142591540.40068,2437982705.12093,2510126512.22831,1691544110.18543,1894813389.40325,1695825714.19282,1825018144.65595,2072349972.6818,2220979146.11241,2221301351.43918,2326720900.38047,2516498412.46384,2382618615.01694,2555492085.94725,2751494281.06887
Central African Republic,CAF,"Population, total",SP.POP.TOTL,1702346,1734580,1768115,1803063,1839583,1877854,1918082,1960444,2005100,2051515,2097505,2141450,2183769,2226008,2269338,2313916,2348566,2372930,2397961,2423794,2450535,2478402,2507375,2537399,2568610,2600932,2634258,2669155,2713965,2783970,2871910,2963191,3058831,3157839,3257954,3348052,3435965,3531700,3628827,3729450,3833416,3919487,4006077,4103086,4192826,4288810,4377579,4462770,4558984,4529047,4492995,4565021,4610848,4642419,4623182,4629320,4713663,4793511,4878657,4944703,5026628,5112100,5098039,5152421,5330690
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,313582728.147574,333975336.110722,357635713.41932,371767002.194886,392247517.728482,416926303.316872,432794921.680489,449826322.613453,453980096.208711,471635621.561599,469266736.650677,501866730.148987,585427546.798272,647199482.982537,652532795.084805,864602104.679653,866044962.016274,935360464.701341,1113920123.76723,1004316496.35051,1033002403.85304,876937558.273757,834369859.663018,832415806.010064,919103734.876996,1033069709.3319,1067828245.86207,1163426852.20442,1482597297.98821,1433686312.02914,1738605557.76313,1877137981.75712,1881847669.69794,1463251163.9188,1179837963.22213,1445919894.57661,1607345355.78298,1544689576.92712,1744794531.21401,1534673583.2487,1388506771.58756,1710843377.00119,1997005708.81576,2742815071.5744,4422855660.82592,8655892392.92919,9709626596.13031,10865385131.5172,13385593990.3378,12317614053.6841,14058506663.7252,16685349673.9957,17892228569.8861,17865316886.3315,18144336903.7175,14559599499.5011,13026289835.7789,13349041408.7152,15327000248.8701,14905517742.8454,14932897821.2387,16871937697.5854,17828508289.6049,18340233748.8805,19518819751.283
Chad,TCD,"Population, total",SP.POP.TOTL,3049838,3111947,3175598,3240905,3307479,3374220,3440903,3508512,3578231,3651113,3727828,3807316,3893252,3985909,4078356,4167234,4251297,4331667,4411366,4505384,4515453,4520959,4738483,4979130,5045145,5096269,5251069,5438309,5625602,5819586,5982833,6205676,6474656,6629146,6783450,7089064,7410108,7670366,7938840,8222705,8512093,8804124,9116192,9487833,9920036,10328092,10706424,11081660,11476296,11893754,12312575,12754997,13210998,13691079,14188678,14647621,15114655,15622759,16156531,16685223,17224679,17828273,18455316,19319064,20299123
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5945677376.61477,6262740656.85164,6439703434.71024,6232906290.4851,6663669064.7482,7332244897.95918,8553643354.08275,8827272727.27273,9676172953.08188,11514605842.3369,..,9100755725.19084,8902359316.35606,9648680025.8275,9454638123.23572,9594745810.67159,10527973277.6068,10109273770.329,9168857222.32574,9170044517.20264,10026394043.6136,10031864649.0819,9439810769.23077,11157540109.8939,11308272505.183,12507320838.3932,..
Channel Islands,CHI,"Population, total",SP.POP.TOTL,110808,111782,112953,114234,115561,116879,118186,119505,120793,122039,123288,124555,125764,126873,127893,128781,129391,129726,129981,130220,130462,131078,132172,133413,134727,136075,137413,138743,140089,141501,143087,144269,144733,144984,145163,145247,145565,146214,146906,147554,148110,148850,149881,150960,152039,153126,154214,155309,156408,157511,158621,159706,160767,161777,162726,163454,163883,164319,164949,165639,166235,166741,167215,167691,168126
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,4211103676.74027,4948564550.91046,5765971144.47142,5702520146.03167,6065708668.32735,6183988944.34606,7256882086.19585,7145068067.64138,7286820526.02462,8456519044.38223,9261006540.15907,10999807567.1235,12057501634.979,17237336172.7878,16584311220.1384,7812161793.11971,10523479088.8075,14272711436.7475,16373093553.7155,22249574627.6911,29586676576.0951,35180322211.2903,19710229067.2864,20629678694.0684,19974595028.1582,17933557359.8036,19197818084.6757,22605488850.8981,26174858613.8456,30101767991.1135,33428580448.2715,38232330917.2011,46538895685.8088,49934943320.8828,57438273591.0521,73820425701.6603,78584098983.6374,85741415285.165,81990010704.0602,75578685735.5219,78339750721.364,71574739561.4329,70264045939.2773,76492579644.0605,99075985773.6682,122294145163.192,153843518170.864,172491076033.863,179894594475.405,171777900623.892,217051209238.534,251382573893.87,267024782486.855,277395018842.417,259560978224.359,242450355830.884,249344863928.438,276154259981.097,295857562991.709,278285058719.466,254042159309.311,315325547162.072,301226575540.242,335518054097.637,330267137371.592
Chile,CHL,"Population, total",SP.POP.TOTL,8153350,8324802,8497059,8670144,8842525,9012938,9181722,9348939,9514716,9680282,9845344,10009701,10174678,10340362,10505817,10671559,10838251,11005519,11172695,11339779,11508550,11678717,11850214,12026138,12207733,12395274,12588914,12790150,12999424,13215005,13437176,13662491,13884577,14102276,14316256,14527381,14734046,14932434,15127799,15319313,15503635,15683849,15857925,16024752,16187322,16348778,16509195,16671581,16838988,17009731,17181464,17351816,17519119,17687006,17864195,18047625,18267221,18558868,18893191,19197744,19370624,19456334,19553036,19658835,19764771
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,59846235024.7318,50162299349.7871,47310737754.2287,50812227918.5753,59821862703.4023,70565994356.1828,76854053259.209,73011350596.2485,70980323818.7853,79847786729.1898,92752930873.1912,99959013879.6308,113871930713.841,138764340892,144418433058.472,163687619735.857,154196810058.643,175226595859.778,149788617886.179,178573913043.478,191487500000,196218253968.254,205480916030.534,231130268199.234,260442857142.857,310064625850.34,301310144927.536,273455156950.673,312888888888.889,348380566801.619,361560229445.507,384510452961.672,428502354788.069,446557291212.148,566929539493.172,738190896227.55,868523936530.083,967753570434.667,1037134141760.35,1103843203575.64,1223754919971.05,1355036590251.52,1489821682050.54,1683903309843.85,1984196551300.44,2317551298052.05,2791498472804.33,3604055822571.63,4667346414521.95,5189577094997.58,6192564874453.29,7671757207851.29,8673664713189.24,9743124247267.24,10674533168257.4,11280814787468.9,11456024084962,12537559062282.9,14147765772963.8,14560167101283.4,14996414166715.1,18201698719564,18316765021690.2,18270356654533.2,18743803170827.2
China,CHN,"Population, total",SP.POP.TOTL,667070000,660330000,665770000,682335000,698355000,715185000,735400000,754550000,774510000,796025000,818315000,841105000,862030000,881940000,900350000,916395000,930685000,943455000,956165000,969005000,981235000,993885000,1008630000,1023310000,1036825000,1051040000,1066790000,1084035000,1101630000,1118650000,1135185000,1150780000,1164970000,1178440000,1191835000,1204855000,1217550000,1230075000,1241935000,1252735000,1262645000,1271850000,1280400000,1288400000,1296075000,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1345035000,1354190000,1363240000,1371860000,1379860000,1387790000,1396215000,1402760000,1407745000,1411100000,1412360000,1412175000,1410710000,1408975000
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4031152976.63904,4540447761.19403,4955543963.36869,4836166666.66667,5973366666.66667,5760761904.7619,5428518518.51852,5825170438.48704,5960212869.12968,6450175213.74923,7198360460.19887,7820380970.53674,8671358732.68486,10315760000.3394,12370029583.6419,13098633901.8673,15341403660.4698,19470960619.1297,23263511958.0509,27940411250.2732,33400735644.0481,36388366869.0309,38968039721.748,38729822781.5997,38253120737.9671,34894411351.983,34942489683.9712,36373307085.0887,39212550050.4223,39540080200.3938,47844090709.9908,49175565911.0655,58418985443.3172,66446804802.5747,81703500846.0364,92507279383.0387,97160109277.8087,106659508271.255,98443739941.1664,86186158684.7685,99875074951.0278,98200641203.3892,97945812802.8882,94644969157.0987,117092416666.245,145600529605.803,161792958904.864,206229540926.312,242504150472.931,232468663109.595,286498534094.963,334966134804.887,370691143018.039,382093697077.685,381240864422.407,293492370193.166,282720100286.228,311866875156.879,334198218098.276,323031701192.84,270348342541.465,318524633225.395,345632492851.448,366291836137.916,418818154879.271
Colombia,COL,"Population, total",SP.POP.TOTL,15606209,16095203,16599029,17113823,17637411,18169050,18702688,19235618,19766796,20291942,20811782,21319096,21819563,22325374,22833469,23344644,23858810,24393494,24950337,25515626,26104498,26713267,27338331,27988173,28642690,29268470,29879112,30499467,31130524,31776279,32440069,33098372,33760571,34441473,35127410,35804662,36462745,37121149,37792165,38454863,39089934,39709262,40324680,40937429,41543171,42128977,42691084,43235374,43758808,44271541,44777319,45259614,45715810,46151584,46565429,46969940,47437512,48131078,49024465,49907985,50629997,51188173,51737944,52321152,52886363
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,243390495.918962,212958381.535437,202152461.76282,196193379.743828,189102734.154019,191944891.602832,258143902.889842,313292322.956214,336422522.407114,328665080.847046,401561021.549642,400592662.610246,436552922.121696,427750822.87347,314789556.044396,392774713.634182,392488148.725187,362816806.134452,363932160.233771,371921712.454518,339504306.290689,372746486.166796,427360070.324544,546830040.540273,622679660.37137,655375095.906176,688498641.512529,795673152.867077,915659107.965823,905341172.70583,907978730.887844,1023086273.53336,1015843490.82374,1116224106.83728,1149587661.00693,966029600.862227,1012835493.19325,1077439756.59451,1178530633.24599,1187915408.87243,1218763671.26563,1272238390.85864,1222485532.31976,1326836543.00797,1440991455.45188
Comoros,COM,"Population, total",SP.POP.TOTL,197700,201201,204702,208185,211644,214967,218663,223859,230244,237001,244185,251865,260077,268820,278075,287692,297538,307579,317688,327791,337721,347382,357139,367233,377637,388352,399318,410439,421687,433103,444596,455556,465113,473682,482142,490586,499107,507777,516597,525886,536080,547220,558923,569798,580704,592677,604753,616927,629307,641947,654836,668056,681630,696192,711503,726682,741741,756669,771590,786578,802163,818174,834188,850387,866628
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404117.64706,3086746857.14286,3779841428.57143,6213185742.57426,2881545272.72727,4043901818.18182,4532660181.81818,3384063371.75792,3909780538.92216,5032434970.05988,4877684910.17964,5594770359.28144,6173712814.37126,7870239461.07784,9596960179.64072,10237343173.6527,9648583224.99212,12344424763.5727,15372608002.3923,15068422236.3663,14394927494.8647,12537821038.2202,13651667371.1676,11006712650.4481,7857729193.20343,7195042616.0071,8095367168.21769,7661625472.57705,8861299976.74158,9021862775.18112,9349764580.41173,9625436872.51075,8227343907.26679,10706259936.7425,5820382248.28202,5643439376.10491,5771456952.1908,6090838693.27145,6217805820.77104,4711259427.27273,19088046305.7971,7438189100.33333,8728038525.14034,8937567059.87754,10297483481.223,12609728573.1032,15484044534.5783,18374807772.5429,22723488723.3641,18607259480.5447,24161641931.0331,26392379641.765,30029369928.7318,34891189160.3002,38352980552.8665,40179574490.3032,38600224214.4728,37537521565.5308,46659954092.4862,46845900350.0332,46691989748.9186,59067289573.5102,70422346142.2023,69843655425.2929,70962185790.7094
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,15264846,15662374,16075724,16507599,16955327,17427802,17931929,18462782,19012189,19570445,20137436,20695569,21251160,21827665,22418878,23021101,23624031,24229061,24992689,25886782,26711099,27500515,28338190,29250963,30245081,31264816,32265196,33298904,34382752,35486866,36684063,37925817,39228910,40656336,42626876,44433704,45296124,46029902,47297600,48912971,50507442,52132646,53750524,55343867,56997741,58775724,60615908,62477752,64390664,66412044,68563038,70849311,73254618,75789395,78403242,81035531,83956415,87083398,90047644,92947442,95989998,99148932,102396968,105789731,109276265
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731862.783017,151675738.926342,166521239.650243,172233430.657858,185693724.905233,198318064.028924,220613581.972601,237397428.13501,251247457.765525,265040036.417215,274960699.885255,322128018.955444,410669263.651798,541973362.610423,585364634.473977,767102680.239967,754549601.391492,765224029.286556,878771772.202149,1198749667.42923,1705796852.89473,1993512322.62391,2160640564.56041,2097274289.75066,2193581365.34299,2160872540.03175,1849268212.30284,2297753652.34929,2212536311.99319,2389593025.60339,2798746050.11354,2724853505.80336,2933222703.0334,2684323623.14372,1769365437.78801,2116003867.75536,2540697539.05773,2322719102.6909,1949481379.21951,2354772960.28296,3227927697.57921,2796704604.03812,3034250923.97726,3503723087.74483,4656974940.12721,6650001680.48544,8072305029.06514,8782703436.70188,11649857673.4436,9723299915.25312,13148396211.5955,15655383576.6515,17692911296.3044,17958720699.0868,17919321078.0284,12434793867.3568,10931328150.8478,11834473039.3645,14773900288.5135,13976637779.9763,11468687464.0046,14825690210.9157,15817030154.6941,15321055822.5167,15719986076.6464
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,1056732,1084389,1113175,1143263,1174816,1207880,1242534,1278691,1316519,1356182,1397638,1441039,1486468,1533680,1582301,1627032,1667225,1707568,1748089,1788524,1828985,1869759,1910430,1950321,1999528,2059311,2120602,2183473,2247653,2313558,2380560,2449229,2519465,2595124,2673144,2749461,2826785,2887862,2952061,3032874,3151345,3272537,3350771,3445753,3565554,3696393,3837409,3980430,4113517,4281219,4462290,4609724,4740450,4857099,4975880,5097581,5222536,5351011,5483118,5616661,5752791,5892183,6035104,6182885,6332961
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513829.994855,490325181.614275,479180824.348506,511902136.809973,542578367.242598,592981162.264151,647305630.188679,699456618.867925,773841494.339623,853630203.773585,984830158.490566,1077147537.52472,1238251695.55388,1528925846.25467,1666544754.09836,1960863465.5776,2412555425.90432,3072427012.83547,3523208809.80163,4035519323.22054,4831447001.16686,2623803095.78501,2606623554.56582,3146772630.77263,3660477856.22977,3919203960.39604,4418983870.96774,4532952047.15628,4614629898.40348,5251025767.47627,5711687786.75989,7215725487.30549,8579754757.93237,9564815975.14743,10489903725.0032,11578594259.8675,11678424507.2457,12614602382.2012,13684255946.5765,14254866284.6542,15013629661.8969,15976174336.9721,16578820687.2881,17271760506.9483,18610594846.2083,20040642476.9817,22715540324.3032,26884700709.3146,30801745700.4514,30745714312.6417,37658616951.8038,42762613698.9636,47231655431.7355,50949668841.6696,52016408854.2658,56441920820.5194,58847019609.6549,60516044656.5206,62420164991.5374,64417670521.3545,62395610760.0492,64960725734.1965,69243626028.5936,86497941439.0174,95350423176.5962
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1327496,1377920,1429445,1481604,1533960,1586208,1638116,1689523,1739731,1789276,1838949,1888539,1938248,1988343,2039643,2092719,2147774,2205025,2264510,2326490,2390633,2456637,2524806,2595153,2667595,2741894,2817216,2892699,2968103,3043827,3121706,3202176,3284258,3367434,3451122,3535176,3619013,3701711,3782838,3862101,3937739,4008947,4075705,4138784,4200078,4261240,4321340,4380248,4440056,4499791,4555962,4609833,4663934,4716147,4767119,4818038,4866998,4913177,4957818,4999553,5034320,5059988,5081765,5105525,5129910
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203559.344361,618245634.179831,645284473.733691,761047198.029653,921063326.589918,919771228.816095,1024102880.05862,1082922724.87189,1281281276.72357,1361360293.42665,1455482795.40691,1584128509.46873,1849400401.64724,2508421426.17572,3070152309.21903,3893839190.26806,4662053824.83955,6265068189.37782,7900526298.31993,9142933966.79465,10175617609.0962,8432589942.39434,7567110848.92228,6838184772.52063,6841639246.8996,6977650643.99488,9158302099.57957,10087654464.8168,10255169805.7996,9757410644.6679,10795850582.779,10492628580.7484,11152971273.9383,11045760288.1206,8313557510.14757,11000146266.5135,18071152830.6101,18047558037.7036,19619654755.679,18870992455.568,16577533891.8785,16810537043.8407,18054383320.8474,21251754340.4305,23510575681.3686,24036918703.1747,25281413263.3712,28760090953.3081,34078240293.2559,33886813250.2036,34936307980.063,36693710801.3976,36302302877.2977,42760235484.6093,48843005613.7091,45815005169.2651,48407761036.8238,52512343996.69,58522477786.6889,60382894697.3557,63027852805.4204,72794636653.7793,70922824813.9102,80780312569.1646,87113179149.284
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,3673666,3810151,3956939,4112061,4273952,4442377,4617519,4799744,4990021,5192221,5411567,5650868,5909716,6184944,6474057,6776297,7057958,7321950,7603130,7902267,8220714,8556596,8907936,9272744,9650516,10040483,10440917,10851475,11275189,11719771,12189778,12683870,13200310,13735951,14287201,14855565,15442312,16047170,16663948,17215935,17699004,18178913,18654771,19125542,19595000,20068458,20546802,21030558,21514439,21997940,22488065,22982000,23467078,23939775,24527395,25246342,25989405,26733372,27464173,28193009,28915449,29639736,30395002,31165654,31934230
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25650213279.6781,18760386774.7973,10621169290.9986,11259647874.4986,15062911616.8222,22772394546.6058,24150978346.5253,24175764812.1218,25890228429.7214,23777026779.3004,22134411297.473,23066883849.6467,26757722428.6781,35245317001.8224,41836292157.3335,45013119281.806,49583544860.0759,59290621398.1561,68472854617.2831,62315996674.7984,58975205417.3439,62889007657.3899,57548115904.416,59846265181.8502,59606934500.9957,50998893384.8289,52650714171.8617,56182782585.9052,61667925219.0755,61466721186.3116,57959843541.3699,69002365163.3368,71196498671.1145,85624153964.0987,92983810328.9088
Croatia,HRV,"Population, total",SP.POP.TOTL,4140181,4167292,4196712,4225675,4252876,4280923,4310701,4338683,4365628,4391490,4412252,4431275,4450564,4470161,4490660,4512082,4535934,4559571,4581085,4594778,4599782,4611509,4634234,4658254,4680285,4701417,4721446,4739745,4755207,4767260,4777368,4689022,4575818,4600463,4652024,4620030,4557097,4534920,4532135,4512597,4468302,4299642,4302174,4303399,4304600,4310145,4311159,4310217,4309705,4305181,4295427,4280622,4260368,4233922,4201598,4151725,4106867,4041407,3988775,3949390,3914206,3878981,3855641,3859686,3866200
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,5693005200,6914658400,8135150891.92025,9987709650.18094,11405957317.0732,13027415243.9024,13789579902.5579,14206158674.6988,17844705324.6753,19584443287.6712,19912889861.1111,20150254096.3855,20953510235.2941,22204940512.2235,24039383608.4235,22920490774.102,24226574634.0293,25213935012.0819,27458999472.2955,27023468665.8977,28645436569.1489,24316556025.6585,22085858243.2432,22367254864.8649,28448326756.7568,30429803651.2192,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925925.9259,54262870370.3704,56302129629.6296,57481481481.4815,59562962962.963,68990000000,73141000000,77148000000,80656100000,87132800000,91370407900,96850649700,100050036100,103427600000,107352000000,..,..,..,..
Cuba,CUB,"Population, total",SP.POP.TOTL,7238081,7387117,7541098,7701660,7866020,8030797,8193450,8352625,8509522,8666640,8824382,8979085,9123891,9255328,9374183,9479726,9571242,9648440,9711980,9763355,9804796,9849320,9912681,9991026,10073299,10157228,10244247,10335342,10432585,10533243,10631799,10717640,10785801,10841031,10886021,10925362,10962010,10997934,11034712,11072230,11109109,11144132,11177418,11209383,11238756,11262554,11278550,11287272,11291762,11294719,11297409,11301571,11303175,11298167,11285775,11275065,11265612,11247829,11227118,11202846,11176354,11122168,11059820,11019931,10979783
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2120511229.05028,2143450726.25698,2160784692.73743,2202117374.30168,2237160502.7933,2344637262.56983,2457581731.84358,2593831508.37989,2833476145.2514,2869153184.35754,2951342793.29609,2930092237.27161,3012836256.55523,3033568606.16651,3059406995.39666,3058779211.89831,3024690188.01683,3033433248.15988,3046364819.53197,3026124115.73275,2534327592.49914,2739594359.5908,3075180834.72417,3281419347.37053,3561178196.20713
Curacao,CUW,"Population, total",SP.POP.TOTL,124826,126125,128414,130860,133148,135266,136682,138140,140298,142581,144739,147389,147710,146912,148351,149129,149399,149459,148341,147851,148041,148629,150101,151159,151940,152711,152662,151456,149254,146937,145400,144403,143912,144299,144630,145139,146306,146956,144472,139428,133860,129047,129205,131897,134192,137658,141239,144056,145880,146833,148703,150831,152088,153822,155909,157980,159664,160175,159336,157441,155482,153948,153321,154654,155967
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,489912574.305146,576090073.715036,734876021.128049,964024364.43274,1288699776.05059,2154311276.94859,2087496373.77964,2159242416.76942,2160364071.19021,2278248953.14058,2430411900.19194,3090734463.27684,3704813885.50548,4278792597.23965,4563482603.5503,5591130217.66965,5770197348.48485,6912150456.32334,6590291048.29211,7425703928.57143,9933137128.07244,10011914680.0502,9547816419.61231,10248618778.2805,10497907227.616,9985847313.85485,10397898907.1038,11420228846.1538,14547329558.3239,17320551250,18433412510.8817,20072754986.8272,23968727073.6381,27844646257.507,26048179949.1741,25799940077.6075,27641549301.6561,25047436974.6819,23959712860.8331,23225918259.9824,19909278416.8575,21046462280.5979,22946570628.7576,25754001367.5448,26196667099.5303,25555093854.2968,30372642502.4897,31218038929.0919,35075423857.0996,37634533331.8902
Cyprus,CYP,"Population, total",SP.POP.TOTL,586490,595514,601466,607252,612521,617736,623390,629251,635157,641189,647446,654050,661063,665937,663254,659405,662032,667101,672249,677549,683076,688893,696497,707225,719334,731277,743105,754785,766235,777420,788351,798944,810341,826034,844667,862695,880290,897568,914548,931234,947667,964127,981440,999590,1017875,1036151,1054418,1072714,1091026,1109371,1127816,1146493,1165397,1183895,1201801,1219502,1237112,1254275,1270737,1286671,1302247,1317309,1331370,1344976,1358282
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41016881802.4843,30071014282.3218,35051065440.3962,41155654032.1751,48188478339.4129,60572381311.2283,67804105329.8557,62539765163.1302,67187217327.7326,65586562604.8621,62175642238.0847,68135304463.9641,82607869609.574,100435924704.881,120147899983.657,137264185596.1,156236258386.589,190040702286.917,236506264753.95,206971882704.716,211168667286.27,231429378717.312,210363223087.728,213024360541.119,210911285077.683,189107698561.919,198160659303.939,221563575696.217,251992360762.236,256794209028.77,251109660602.536,290972714482.313,301831228325.556,345059295659.911,347034062928.479
Czechia,CZE,"Population, total",SP.POP.TOTL,9602006,9586651,9624660,9670685,9727804,9779358,9821040,9852899,9876346,9896580,9858071,9826815,9867632,9922266,9988459,10058620,10125939,10186755,10242098,10292341,10304193,10300591,10314826,10323856,10330213,10337118,10342227,10347318,10355276,10361068,10333355,10308578,10319123,10329855,10333587,10327253,10315241,10304131,10294373,10283860,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10525347,10546059,10566332,10594438,10629928,10671870,10697858,10505772,10672118,10864042,10905028
